Date,Open,High,Low,Close*,Adj Close**,SPY Return,Volume
9-Jul-18,"2,775.62","2,784.65","2,770.73","2,784.17","2,784.17",0.882%,"3,050,040,000"
10-Jul-18,"2,788.56","2,795.58","2,786.24","2,793.84","2,793.84",0.347%,"3,063,850,000"
11-Jul-18,"2,779.82","2,785.91","2,770.77","2,774.02","2,774.02",-0.709%,"2,964,740,000"
12-Jul-18,"2,783.14","2,799.22","2,781.53","2,798.29","2,798.29",0.875%,"2,821,690,000"
13-Jul-18,"2,796.93","2,804.53","2,791.69","2,801.31","2,801.31",0.108%,"2,614,000,000"
16-Jul-18,"2,797.36","2,801.19","2,793.39","2,798.43","2,798.43",-0.103%,"2,812,230,000"
17-Jul-18,"2,789.34","2,814.19","2,789.24","2,809.55","2,809.55",0.397%,"3,050,730,000"
18-Jul-18,"2,811.35","2,816.76","2,805.89","2,815.62","2,815.62",0.216%,"3,089,780,000"
19-Jul-18,"2,809.37","2,812.05","2,799.77","2,804.49","2,804.49",-0.395%,"3,266,700,000"
20-Jul-18,"2,804.55","2,809.70","2,800.01","2,801.83","2,801.83",-0.095%,"3,230,210,000"
23-Jul-18,"2,799.17","2,808.61","2,795.14","2,806.98","2,806.98",0.184%,"2,907,430,000"
24-Jul-18,"2,820.68","2,829.99","2,811.12","2,820.40","2,820.40",0.478%,"3,417,530,000"
25-Jul-18,"2,817.73","2,848.03","2,817.73","2,846.07","2,846.07",0.910%,"3,553,010,000"
26-Jul-18,"2,835.49","2,845.57","2,835.26","2,837.44","2,837.44",-0.303%,"3,653,330,000"
27-Jul-18,"2,842.35","2,843.17","2,808.34","2,818.82","2,818.82",-0.656%,"3,415,710,000"
30-Jul-18,"2,819.00","2,821.74","2,798.11","2,802.60","2,802.60",-0.575%,"3,245,770,000"
31-Jul-18,"2,809.73","2,824.46","2,808.06","2,816.29","2,816.29",0.488%,"3,892,100,000"
1-Aug-18,"2,821.17","2,825.83","2,805.85","2,813.36","2,813.36",-0.104%,"3,496,990,000"
2-Aug-18,"2,800.48","2,829.91","2,796.34","2,827.22","2,827.22",0.493%,"3,467,380,000"
3-Aug-18,"2,829.62","2,840.38","2,827.37","2,840.35","2,840.35",0.464%,"3,030,390,000"
6-Aug-18,"2,840.29","2,853.29","2,835.98","2,850.40","2,850.40",0.354%,"2,874,540,000"
7-Aug-18,"2,855.92","2,863.43","2,855.92","2,858.45","2,858.45",0.282%,"3,162,770,000"
8-Aug-18,"2,856.79","2,862.44","2,853.09","2,857.70","2,857.70",-0.026%,"2,972,200,000"
9-Aug-18,"2,857.19","2,862.48","2,851.98","2,853.58","2,853.58",-0.144%,"3,047,050,000"
10-Aug-18,"2,838.90","2,842.20","2,825.81","2,833.28","2,833.28",-0.711%,"3,256,040,000"
13-Aug-18,"2,835.46","2,843.40","2,819.88","2,821.93","2,821.93",-0.401%,"3,158,450,000"
14-Aug-18,"2,827.88","2,843.11","2,826.58","2,839.96","2,839.96",0.639%,"2,976,970,000"
15-Aug-18,"2,827.95","2,827.95","2,802.49","2,818.37","2,818.37",-0.760%,"3,645,070,000"
16-Aug-18,"2,831.44","2,850.49","2,831.44","2,840.69","2,840.69",0.792%,"3,219,880,000"
17-Aug-18,"2,838.32","2,855.63","2,833.73","2,850.13","2,850.13",0.332%,"3,024,100,000"
20-Aug-18,"2,853.93","2,859.76","2,850.62","2,857.05","2,857.05",0.243%,"2,748,020,000"
21-Aug-18,"2,861.51","2,873.23","2,861.32","2,862.96","2,862.96",0.207%,"3,147,140,000"
22-Aug-18,"2,860.99","2,867.54","2,856.05","2,861.82","2,861.82",-0.040%,"2,689,560,000"
23-Aug-18,"2,860.29","2,868.78","2,854.03","2,856.98","2,856.98",-0.169%,"2,713,910,000"
24-Aug-18,"2,862.35","2,876.16","2,862.35","2,874.69","2,874.69",0.620%,"2,596,190,000"
27-Aug-18,"2,884.69","2,898.25","2,884.69","2,896.74","2,896.74",0.767%,"2,854,080,000"
28-Aug-18,"2,901.45","2,903.77","2,893.50","2,897.52","2,897.52",0.027%,"2,683,190,000"
29-Aug-18,"2,900.62","2,916.50","2,898.40","2,914.04","2,914.04",0.570%,"2,791,860,000"
30-Aug-18,"2,908.94","2,912.46","2,895.22","2,901.13","2,901.13",-0.443%,"2,802,180,000"
31-Aug-18,"2,898.37","2,906.32","2,891.73","2,901.52","2,901.52",0.013%,"2,880,260,000"
4-Sep-18,"2,896.96","2,900.18","2,885.13","2,896.72","2,896.72",-0.165%,"3,077,060,000"
5-Sep-18,"2,891.59","2,894.21","2,876.92","2,888.60","2,888.60",-0.280%,"3,241,250,000"
6-Sep-18,"2,888.64","2,892.05","2,867.29","2,878.05","2,878.05",-0.365%,"3,139,590,000"
7-Sep-18,"2,868.26","2,883.81","2,864.12","2,871.68","2,871.68",-0.221%,"2,946,270,000"
10-Sep-18,"2,881.39","2,886.93","2,875.94","2,877.13","2,877.13",0.190%,"2,731,400,000"
11-Sep-18,"2,871.57","2,892.52","2,866.78","2,887.89","2,887.89",0.374%,"2,899,660,000"
12-Sep-18,"2,888.29","2,894.65","2,879.20","2,888.92","2,888.92",0.036%,"3,264,930,000"
13-Sep-18,"2,896.85","2,906.76","2,896.39","2,904.18","2,904.18",0.528%,"3,254,930,000"
14-Sep-18,"2,906.38","2,908.30","2,895.77","2,904.98","2,904.98",0.028%,"3,149,800,000"
17-Sep-18,"2,903.83","2,904.65","2,886.16","2,888.80","2,888.80",-0.557%,"2,947,760,000"
18-Sep-18,"2,890.74","2,911.17","2,890.43","2,904.31","2,904.31",0.537%,"3,074,610,000"
19-Sep-18,"2,906.60","2,912.36","2,903.82","2,907.95","2,907.95",0.125%,"3,280,020,000"
20-Sep-18,"2,919.73","2,934.80","2,919.73","2,930.75","2,930.75",0.784%,"3,337,730,000"
21-Sep-18,"2,936.76","2,940.91","2,927.11","2,929.67","2,929.67",-0.037%,"5,607,610,000"
24-Sep-18,"2,921.83","2,923.79","2,912.63","2,919.37","2,919.37",-0.352%,"3,372,210,000"
25-Sep-18,"2,921.75","2,923.95","2,913.70","2,915.56","2,915.56",-0.131%,"3,285,480,000"
26-Sep-18,"2,916.98","2,931.15","2,903.28","2,905.97","2,905.97",-0.329%,"3,388,620,000"
27-Sep-18,"2,911.65","2,927.22","2,909.27","2,914.00","2,914.00",0.276%,"3,060,850,000"
28-Sep-18,"2,910.03","2,920.53","2,907.50","2,913.98","2,913.98",-0.001%,"3,432,300,000"
1-Oct-18,"2,926.29","2,937.06","2,917.91","2,924.59","2,924.59",0.364%,"3,364,190,000"
2-Oct-18,"2,923.80","2,931.42","2,919.37","2,923.43","2,923.43",-0.040%,"3,401,880,000"
3-Oct-18,"2,931.69","2,939.86","2,921.36","2,925.51","2,925.51",0.071%,"3,598,710,000"
4-Oct-18,"2,919.35","2,919.78","2,883.92","2,901.61","2,901.61",-0.817%,"3,496,860,000"
5-Oct-18,"2,902.54","2,909.64","2,869.29","2,885.57","2,885.57",-0.553%,"3,328,980,000"
8-Oct-18,"2,877.53","2,889.45","2,862.08","2,884.43","2,884.43",-0.040%,"3,330,320,000"
9-Oct-18,"2,882.51","2,894.83","2,874.27","2,880.34","2,880.34",-0.142%,"3,520,500,000"
10-Oct-18,"2,873.90","2,874.02","2,784.86","2,785.68","2,785.68",-3.286%,"4,501,250,000"
11-Oct-18,"2,776.87","2,795.14","2,710.51","2,728.37","2,728.37",-2.057%,"4,890,630,000"
12-Oct-18,"2,770.54","2,775.77","2,729.44","2,767.13","2,767.13",1.421%,"3,966,040,000"
15-Oct-18,"2,763.83","2,775.99","2,749.03","2,750.79","2,750.79",-0.591%,"3,300,140,000"
16-Oct-18,"2,767.05","2,813.46","2,766.91","2,809.92","2,809.92",2.150%,"3,428,340,000"
17-Oct-18,"2,811.67","2,816.94","2,781.81","2,809.21","2,809.21",-0.025%,"3,321,710,000"
18-Oct-18,"2,802.00","2,806.04","2,755.18","2,768.78","2,768.78",-1.439%,"3,616,440,000"
19-Oct-18,"2,775.66","2,797.77","2,760.27","2,767.78","2,767.78",-0.036%,"3,566,490,000"
22-Oct-18,"2,773.94","2,778.94","2,749.22","2,755.88","2,755.88",-0.430%,"3,307,140,000"
23-Oct-18,"2,721.03","2,753.59","2,691.43","2,740.69","2,740.69",-0.551%,"4,348,580,000"
24-Oct-18,"2,737.87","2,742.59","2,651.89","2,656.10","2,656.10",-3.086%,"4,709,310,000"
25-Oct-18,"2,674.88","2,722.70","2,667.84","2,705.57","2,705.57",1.863%,"4,634,770,000"
26-Oct-18,"2,667.86","2,692.38","2,628.16","2,658.69","2,658.69",-1.733%,"4,803,150,000"
29-Oct-18,"2,682.65","2,706.85","2,603.54","2,641.25","2,641.25",-0.656%,"4,673,700,000"
30-Oct-18,"2,640.68","2,685.43","2,635.34","2,682.63","2,682.63",1.567%,"5,106,380,000"
31-Oct-18,"2,705.60","2,736.69","2,705.60","2,711.74","2,711.74",1.085%,"5,112,420,000"
1-Nov-18,"2,717.58","2,741.67","2,708.85","2,740.37","2,740.37",1.056%,"4,708,420,000"
2-Nov-18,"2,745.45","2,756.55","2,700.44","2,723.06","2,723.06",-0.632%,"4,237,930,000"
5-Nov-18,"2,726.37","2,744.27","2,717.94","2,738.31","2,738.31",0.560%,"3,623,320,000"
6-Nov-18,"2,738.40","2,756.82","2,737.08","2,755.45","2,755.45",0.626%,"3,510,860,000"
7-Nov-18,"2,774.13","2,815.15","2,774.13","2,813.89","2,813.89",2.121%,"3,914,750,000"
8-Nov-18,"2,806.38","2,814.75","2,794.99","2,806.83","2,806.83",-0.251%,"3,630,490,000"
9-Nov-18,"2,794.10","2,794.10","2,764.24","2,781.01","2,781.01",-0.920%,"4,019,090,000"
12-Nov-18,"2,773.93","2,775.99","2,722.00","2,726.22","2,726.22",-1.970%,"3,670,930,000"
13-Nov-18,"2,730.05","2,754.60","2,714.98","2,722.18","2,722.18",-0.148%,"4,091,440,000"
14-Nov-18,"2,737.90","2,746.80","2,685.75","2,701.58","2,701.58",-0.757%,"4,402,370,000"
15-Nov-18,"2,693.52","2,735.38","2,670.75","2,730.20","2,730.20",1.059%,"4,179,140,000"
16-Nov-18,"2,718.54","2,746.75","2,712.16","2,736.27","2,736.27",0.222%,"3,975,180,000"
19-Nov-18,"2,730.74","2,733.16","2,681.09","2,690.73","2,690.73",-1.664%,"3,772,900,000"
20-Nov-18,"2,654.60","2,669.44","2,631.52","2,641.89","2,641.89",-1.815%,"4,357,900,000"
21-Nov-18,"2,657.74","2,670.73","2,649.82","2,649.93","2,649.93",0.304%,"3,233,550,000"
23-Nov-18,"2,633.36","2,647.55","2,631.09","2,632.56","2,632.56",-0.655%,"1,651,650,000"
26-Nov-18,"2,649.97","2,674.35","2,649.97","2,673.45","2,673.45",1.553%,"3,443,950,000"
27-Nov-18,"2,663.75","2,682.53","2,655.89","2,682.17","2,682.17",0.326%,"3,485,220,000"
28-Nov-18,"2,691.45","2,744.00","2,684.38","2,743.79","2,743.79",2.297%,"3,951,670,000"
29-Nov-18,"2,736.97","2,753.75","2,722.94","2,737.80","2,737.80",-0.218%,"3,560,770,000"
30-Nov-18,"2,737.76","2,760.88","2,732.76","2,760.17","2,760.17",0.817%,"4,658,580,000"
3-Dec-18,"2,790.50","2,800.18","2,773.38","2,790.37","2,790.37",1.094%,"4,186,060,000"
4-Dec-18,"2,782.43","2,785.93","2,697.18","2,700.06","2,700.06",-3.236%,"4,499,840,000"
6-Dec-18,"2,663.51","2,696.15","2,621.53","2,695.95","2,695.95",-0.152%,"5,141,470,000"
7-Dec-18,"2,691.26","2,708.54","2,623.14","2,633.08","2,633.08",-2.332%,"4,216,690,000"
10-Dec-18,"2,630.86","2,647.51","2,583.23","2,637.72","2,637.72",0.176%,"4,151,030,000"
11-Dec-18,"2,664.44","2,674.35","2,621.30","2,636.78","2,636.78",-0.036%,"3,905,870,000"
12-Dec-18,"2,658.23","2,685.44","2,650.26","2,651.07","2,651.07",0.542%,"3,958,890,000"
13-Dec-18,"2,658.70","2,670.19","2,637.27","2,650.54","2,650.54",-0.020%,"3,927,720,000"
14-Dec-18,"2,629.68","2,635.07","2,593.84","2,599.95","2,599.95",-1.909%,"4,035,020,000"
17-Dec-18,"2,590.75","2,601.13","2,530.54","2,545.94","2,545.94",-2.077%,"4,616,350,000"
18-Dec-18,"2,559.90","2,573.99","2,528.71","2,546.16","2,546.16",0.009%,"4,470,880,000"
19-Dec-18,"2,547.05","2,585.29","2,488.96","2,506.96","2,506.96",-1.540%,"5,127,940,000"
20-Dec-18,"2,496.77","2,509.63","2,441.18","2,467.42","2,467.42",-1.577%,"5,585,780,000"
21-Dec-18,"2,465.38","2,504.41","2,408.55","2,416.62","2,416.62",-2.059%,"7,609,010,000"
24-Dec-18,"2,400.56","2,410.34","2,351.10","2,351.10","2,351.10",-2.711%,"2,613,930,000"
26-Dec-18,"2,363.12","2,467.76","2,346.58","2,467.70","2,467.70",4.959%,"4,233,990,000"
27-Dec-18,"2,442.50","2,489.10","2,397.94","2,488.83","2,488.83",0.856%,"4,096,610,000"
28-Dec-18,"2,498.77","2,520.27","2,472.89","2,485.74","2,485.74",-0.124%,"3,702,620,000"
31-Dec-18,"2,498.94","2,509.24","2,482.82","2,506.85","2,506.85",0.849%,"3,442,870,000"
2-Jan-19,"2,476.96","2,519.49","2,467.47","2,510.03","2,510.03",0.127%,"3,733,160,000"
3-Jan-19,"2,491.92","2,493.14","2,443.96","2,447.89","2,447.89",-2.476%,"3,822,860,000"
4-Jan-19,"2,474.33","2,538.07","2,474.33","2,531.94","2,531.94",3.434%,"4,213,410,000"
7-Jan-19,"2,535.61","2,566.16","2,524.56","2,549.69","2,549.69",0.701%,"4,104,710,000"
8-Jan-19,"2,568.11","2,579.82","2,547.56","2,574.41","2,574.41",0.970%,"4,083,030,000"
9-Jan-19,"2,580.00","2,595.32","2,568.89","2,584.96","2,584.96",0.410%,"4,052,480,000"
10-Jan-19,"2,573.51","2,597.82","2,562.02","2,596.64","2,596.64",0.452%,"3,704,500,000"
11-Jan-19,"2,588.11","2,596.27","2,577.40","2,596.26","2,596.26",-0.015%,"3,434,490,000"
14-Jan-19,"2,580.31","2,589.32","2,570.41","2,582.61","2,582.61",-0.526%,"3,664,450,000"
15-Jan-19,"2,585.10","2,613.08","2,585.10","2,610.30","2,610.30",1.072%,"3,572,330,000"
16-Jan-19,"2,614.75","2,625.76","2,612.68","2,616.10","2,616.10",0.222%,"3,863,770,000"
17-Jan-19,"2,609.28","2,645.06","2,606.36","2,635.96","2,635.96",0.759%,"3,772,270,000"
18-Jan-19,"2,651.27","2,675.47","2,647.58","2,670.71","2,670.71",1.318%,"3,986,730,000"
22-Jan-19,"2,657.88","2,657.88","2,617.27","2,632.90","2,632.90",-1.416%,"3,908,030,000"
23-Jan-19,"2,643.48","2,653.19","2,612.86","2,638.70","2,638.70",0.220%,"3,335,610,000"
24-Jan-19,"2,638.84","2,647.20","2,627.01","2,642.33","2,642.33",0.138%,"3,433,250,000"
25-Jan-19,"2,657.44","2,672.38","2,657.33","2,664.76","2,664.76",0.849%,"3,814,080,000"
28-Jan-19,"2,644.97","2,644.97","2,624.06","2,643.85","2,643.85",-0.785%,"3,612,810,000"
29-Jan-19,"2,644.89","2,650.93","2,631.05","2,640.00","2,640.00",-0.146%,"3,504,200,000"
30-Jan-19,"2,653.62","2,690.44","2,648.34","2,681.05","2,681.05",1.555%,"3,867,810,000"
31-Jan-19,"2,685.49","2,708.95","2,678.65","2,704.10","2,704.10",0.860%,"4,917,650,000"
1-Feb-19,"2,702.32","2,716.66","2,696.88","2,706.53","2,706.53",0.090%,"3,759,270,000"
4-Feb-19,"2,706.49","2,724.99","2,698.75","2,724.87","2,724.87",0.678%,"3,359,840,000"
5-Feb-19,"2,728.34","2,738.98","2,724.03","2,737.70","2,737.70",0.471%,"3,560,430,000"
6-Feb-19,"2,735.05","2,738.08","2,724.15","2,731.61","2,731.61",-0.222%,"3,472,690,000"
7-Feb-19,"2,717.53","2,719.32","2,687.26","2,706.05","2,706.05",-0.936%,"4,099,490,000"
8-Feb-19,"2,692.36","2,708.07","2,681.83","2,707.88","2,707.88",0.068%,"3,622,330,000"
11-Feb-19,"2,712.40","2,718.05","2,703.79","2,709.80","2,709.80",0.071%,"3,361,970,000"
12-Feb-19,"2,722.61","2,748.19","2,722.61","2,744.73","2,744.73",1.289%,"3,827,770,000"
13-Feb-19,"2,750.30","2,761.85","2,748.63","2,753.03","2,753.03",0.302%,"3,670,770,000"
14-Feb-19,"2,743.50","2,757.90","2,731.23","2,745.73","2,745.73",-0.265%,"3,836,700,000"
15-Feb-19,"2,760.24","2,775.66","2,760.24","2,775.60","2,775.60",1.088%,"3,641,370,000"
19-Feb-19,"2,769.28","2,787.33","2,767.29","2,779.76","2,779.76",0.150%,"3,533,710,000"
20-Feb-19,"2,779.05","2,789.88","2,774.06","2,784.70","2,784.70",0.178%,"3,835,450,000"
21-Feb-19,"2,780.24","2,781.58","2,764.55","2,774.88","2,774.88",-0.353%,"3,559,710,000"
22-Feb-19,"2,780.67","2,794.20","2,779.11","2,792.67","2,792.67",0.641%,"3,427,810,000"
25-Feb-19,"2,804.35","2,813.49","2,794.99","2,796.11","2,796.11",0.123%,"3,804,380,000"
26-Feb-19,"2,792.36","2,803.12","2,789.47","2,793.90","2,793.90",-0.079%,"3,645,680,000"
27-Feb-19,"2,787.50","2,795.76","2,775.13","2,792.38","2,792.38",-0.054%,"3,767,130,000"
28-Feb-19,"2,788.11","2,793.73","2,782.51","2,784.49","2,784.49",-0.283%,"4,396,930,000"
1-Mar-19,"2,798.22","2,808.02","2,787.38","2,803.69","2,803.69",0.690%,"3,972,280,000"
4-Mar-19,"2,814.37","2,816.88","2,767.66","2,792.81","2,792.81",-0.388%,"3,919,810,000"
5-Mar-19,"2,794.41","2,796.44","2,782.97","2,789.65","2,789.65",-0.113%,"3,585,690,000"
6-Mar-19,"2,790.27","2,790.27","2,768.69","2,771.45","2,771.45",-0.652%,"3,786,600,000"
7-Mar-19,"2,766.53","2,767.25","2,739.09","2,748.93","2,748.93",-0.813%,"3,904,860,000"
8-Mar-19,"2,730.79","2,744.13","2,722.27","2,743.07","2,743.07",-0.213%,"3,423,130,000"
11-Mar-19,"2,747.61","2,784.00","2,747.61","2,783.30","2,783.30",1.467%,"3,749,030,000"
12-Mar-19,"2,787.34","2,798.32","2,786.73","2,791.52","2,791.52",0.295%,"3,414,230,000"
13-Mar-19,"2,799.78","2,821.24","2,799.78","2,810.92","2,810.92",0.695%,"3,766,150,000"
14-Mar-19,"2,810.38","2,815.00","2,803.46","2,808.48","2,808.48",-0.087%,"3,469,730,000"
15-Mar-19,"2,810.79","2,830.73","2,810.79","2,822.48","2,822.48",0.498%,"5,962,730,000"
18-Mar-19,"2,822.61","2,835.41","2,821.99","2,832.94","2,832.94",0.371%,"3,552,190,000"
19-Mar-19,"2,840.76","2,852.42","2,823.27","2,832.57","2,832.57",-0.013%,"3,620,220,000"
20-Mar-19,"2,831.34","2,843.54","2,812.43","2,824.23","2,824.23",-0.294%,"3,771,200,000"
21-Mar-19,"2,819.72","2,860.31","2,817.38","2,854.88","2,854.88",1.085%,"3,546,800,000"
22-Mar-19,"2,844.52","2,846.16","2,800.47","2,800.71","2,800.71",-1.897%,"4,237,200,000"
25-Mar-19,"2,796.01","2,809.79","2,785.02","2,798.36","2,798.36",-0.084%,"3,376,580,000"
26-Mar-19,"2,812.66","2,829.87","2,803.99","2,818.46","2,818.46",0.718%,"3,266,050,000"
27-Mar-19,"2,819.72","2,825.56","2,787.72","2,805.37","2,805.37",-0.464%,"3,372,930,000"
28-Mar-19,"2,809.40","2,819.71","2,798.77","2,815.44","2,815.44",0.359%,"3,158,170,000"
29-Mar-19,"2,828.27","2,836.03","2,819.23","2,834.40","2,834.40",0.673%,"3,740,700,000"
1-Apr-19,"2,848.63","2,869.40","2,848.63","2,867.19","2,867.19",1.157%,"3,500,760,000"
2-Apr-19,"2,868.24","2,872.90","2,858.75","2,867.24","2,867.24",0.002%,"3,246,900,000"
3-Apr-19,"2,876.09","2,885.25","2,865.17","2,873.40","2,873.40",0.215%,"3,550,240,000"
4-Apr-19,"2,873.99","2,881.28","2,867.14","2,879.39","2,879.39",0.208%,"3,015,180,000"
5-Apr-19,"2,884.16","2,893.24","2,882.99","2,892.74","2,892.74",0.464%,"3,146,820,000"
8-Apr-19,"2,888.46","2,895.95","2,880.78","2,895.77","2,895.77",0.105%,"3,054,030,000"
9-Apr-19,"2,886.58","2,886.88","2,873.33","2,878.20","2,878.20",-0.607%,"3,007,980,000"
10-Apr-19,"2,881.37","2,889.71","2,879.13","2,888.21","2,888.21",0.348%,"3,062,380,000"
11-Apr-19,"2,891.92","2,893.42","2,881.99","2,888.32","2,888.32",0.004%,"2,938,540,000"
12-Apr-19,"2,900.86","2,910.54","2,898.37","2,907.41","2,907.41",0.661%,"3,688,490,000"
15-Apr-19,"2,908.32","2,909.60","2,896.48","2,905.58","2,905.58",-0.063%,"3,088,330,000"
16-Apr-19,"2,912.26","2,916.06","2,900.71","2,907.06","2,907.06",0.051%,"3,402,210,000"
17-Apr-19,"2,916.04","2,918.00","2,895.45","2,900.45","2,900.45",-0.227%,"3,602,300,000"
18-Apr-19,"2,904.81","2,908.40","2,891.90","2,905.03","2,905.03",0.158%,"3,506,850,000"
22-Apr-19,"2,898.78","2,909.51","2,896.35","2,907.97","2,907.97",0.101%,"2,997,950,000"
23-Apr-19,"2,909.99","2,936.31","2,908.53","2,933.68","2,933.68",0.884%,"3,635,030,000"
24-Apr-19,"2,934.00","2,936.83","2,926.05","2,927.25","2,927.25",-0.219%,"3,448,960,000"
25-Apr-19,"2,928.99","2,933.10","2,912.84","2,926.17","2,926.17",-0.037%,"3,425,280,000"
26-Apr-19,"2,925.81","2,939.88","2,917.56","2,939.88","2,939.88",0.469%,"3,248,500,000"
29-Apr-19,"2,940.58","2,949.52","2,939.35","2,943.03","2,943.03",0.107%,"3,118,780,000"
30-Apr-19,"2,937.14","2,948.22","2,924.11","2,945.83","2,945.83",0.095%,"3,919,330,000"
1-May-19,"2,952.33","2,954.13","2,923.36","2,923.73","2,923.73",-0.750%,"3,645,850,000"
2-May-19,"2,922.16","2,931.68","2,900.50","2,917.52","2,917.52",-0.212%,"3,778,890,000"
3-May-19,"2,929.21","2,947.85","2,929.21","2,945.64","2,945.64",0.964%,"3,338,120,000"
6-May-19,"2,908.89","2,937.32","2,898.21","2,932.47","2,932.47",-0.447%,"3,181,520,000"
7-May-19,"2,913.03","2,913.03","2,862.60","2,884.05","2,884.05",-1.651%,"3,767,100,000"
8-May-19,"2,879.61","2,897.96","2,873.28","2,879.42","2,879.42",-0.161%,"3,485,790,000"
9-May-19,"2,859.84","2,875.97","2,836.40","2,870.72","2,870.72",-0.302%,"3,638,820,000"
10-May-19,"2,863.10","2,891.31","2,825.39","2,881.40","2,881.40",0.372%,"3,529,600,000"
13-May-19,"2,840.19","2,840.19","2,801.43","2,811.87","2,811.87",-2.413%,"3,894,030,000"
14-May-19,"2,820.12","2,852.54","2,820.12","2,834.41","2,834.41",0.802%,"3,322,720,000"
15-May-19,"2,820.38","2,858.68","2,815.08","2,850.96","2,850.96",0.584%,"3,125,950,000"
16-May-19,"2,855.80","2,892.15","2,855.80","2,876.32","2,876.32",0.890%,"3,338,060,000"
17-May-19,"2,858.60","2,885.48","2,854.23","2,859.53","2,859.53",-0.584%,"3,257,950,000"
20-May-19,"2,841.94","2,853.86","2,831.29","2,840.23","2,840.23",-0.675%,"3,288,870,000"
21-May-19,"2,854.02","2,868.88","2,854.02","2,864.36","2,864.36",0.850%,"3,218,700,000"
22-May-19,"2,856.06","2,865.47","2,851.11","2,856.27","2,856.27",-0.282%,"3,192,510,000"
23-May-19,"2,836.70","2,836.70","2,805.49","2,822.24","2,822.24",-1.191%,"3,891,980,000"
24-May-19,"2,832.41","2,841.36","2,820.19","2,826.06","2,826.06",0.135%,"2,887,390,000"
28-May-19,"2,830.03","2,840.51","2,801.58","2,802.39","2,802.39",-0.838%,"4,121,410,000"
29-May-19,"2,790.25","2,792.03","2,766.06","2,783.02","2,783.02",-0.691%,"3,700,050,000"
30-May-19,"2,786.94","2,799.00","2,776.74","2,788.86","2,788.86",0.210%,"3,273,790,000"
31-May-19,"2,766.15","2,768.98","2,750.52","2,752.06","2,752.06",-1.320%,"3,981,020,000"
3-Jun-19,"2,751.53","2,763.07","2,728.81","2,744.45","2,744.45",-0.277%,"3,966,700,000"
4-Jun-19,"2,762.64","2,804.49","2,762.64","2,803.27","2,803.27",2.143%,"3,810,430,000"
5-Jun-19,"2,818.09","2,827.28","2,800.92","2,826.15","2,826.15",0.816%,"3,548,830,000"
6-Jun-19,"2,828.51","2,852.10","2,822.45","2,843.49","2,843.49",0.614%,"3,396,410,000"
7-Jun-19,"2,852.87","2,884.97","2,852.87","2,873.34","2,873.34",1.050%,"3,220,250,000"
10-Jun-19,"2,885.83","2,904.77","2,885.51","2,886.73","2,886.73",0.466%,"3,209,210,000"
11-Jun-19,"2,903.27","2,910.61","2,878.53","2,885.72","2,885.72",-0.035%,"3,548,420,000"
12-Jun-19,"2,882.73","2,888.57","2,874.68","2,879.84","2,879.84",-0.204%,"3,034,130,000"
13-Jun-19,"2,886.24","2,895.24","2,881.99","2,891.64","2,891.64",0.410%,"3,069,810,000"
14-Jun-19,"2,886.82","2,894.45","2,879.62","2,886.98","2,886.98",-0.161%,"2,922,330,000"
17-Jun-19,"2,889.75","2,897.27","2,887.30","2,889.67","2,889.67",0.093%,"2,810,140,000"
18-Jun-19,"2,906.71","2,930.79","2,905.44","2,917.75","2,917.75",0.972%,"3,437,620,000"
19-Jun-19,"2,920.55","2,931.74","2,911.43","2,926.46","2,926.46",0.299%,"3,287,890,000"
20-Jun-19,"2,949.60","2,958.06","2,931.50","2,954.18","2,954.18",0.947%,"3,905,940,000"
21-Jun-19,"2,952.71","2,964.15","2,946.87","2,950.46","2,950.46",-0.126%,"5,000,120,000"
24-Jun-19,"2,951.42","2,954.92","2,944.05","2,945.35","2,945.35",-0.173%,"3,136,250,000"
25-Jun-19,"2,945.78","2,946.52","2,916.01","2,917.38","2,917.38",-0.950%,"3,578,050,000"
26-Jun-19,"2,926.07","2,932.59","2,912.99","2,913.78","2,913.78",-0.123%,"3,478,130,000"
27-Jun-19,"2,919.66","2,929.30","2,918.57","2,924.92","2,924.92",0.382%,"3,122,920,000"
28-Jun-19,"2,932.94","2,943.98","2,929.05","2,941.76","2,941.76",0.576%,"5,420,700,000"
1-Jul-19,"2,971.41","2,977.93","2,952.22","2,964.33","2,964.33",0.767%,"3,513,270,000"
2-Jul-19,"2,964.66","2,973.21","2,955.92","2,973.01","2,973.01",0.293%,"3,206,840,000"
3-Jul-19,"2,978.08","2,995.84","2,977.96","2,995.82","2,995.82",0.767%,"1,963,720,000"
5-Jul-19,"2,984.25","2,994.03","2,967.97","2,990.41","2,990.41",-0.181%,"2,434,210,000"
8-Jul-19,"2,979.77","2,980.76","2,970.09","2,975.95","2,975.95",-0.484%,"2,904,550,000"
9-Jul-19,"2,965.52","2,981.90","2,963.44","2,979.63","2,979.63",0.124%,"3,028,210,000"
10-Jul-19,"2,989.30","3,002.98","2,984.62","2,993.07","2,993.07",0.451%,"3,154,240,000"
11-Jul-19,"2,999.62","3,002.33","2,988.80","2,999.91","2,999.91",0.229%,"3,154,620,000"
12-Jul-19,"3,003.36","3,013.92","3,001.87","3,013.77","3,013.77",0.462%,"2,974,960,000"
15-Jul-19,"3,017.80","3,017.80","3,008.77","3,014.30","3,014.30",0.018%,"2,874,970,000"
16-Jul-19,"3,012.13","3,015.02","3,001.15","3,004.04","3,004.04",-0.340%,"3,290,650,000"
